             Mean	          Average	          Std dev	          Mimimum	          Maximum	# Occurances	# Books	Lettertriplets
0.00228042053998591	0.00233282748532624	0.00144041709543816	0.00002752213944410	0.00732905372040440	120	120	 HI
0.00226652824616496	0.00228754295418784	0.00049402281634165	0.00102225571986728	0.00385498278357203	120	120	 MA
0.00225783034780195	0.00229833424388635	0.00056282447500624	0.00078307842373476	0.00376488945740232	120	120	D A
0.00224077048702050	0.00226271577066849	0.00056216173943645	0.00106055741406274	0.00540722049114352	120	120	ST 
0.00223762299677164	0.00230704683009731	0.00098447781304345	0.00073558709044656	0.00980997875258058	120	120	 NO
0.00222762126088956	0.00239538184393701	0.00103385146408444	0.00031950887381572	0.00552282213950965	120	120	HAT
0.00220754446947374	0.00222977166468690	0.00053649612219516	0.00104334725134396	0.00358145911577958	120	120	 RE
0.00218955614726140	0.00230673076437077	0.00100404084851193	0.00025270978936559	0.00564839601147006	120	120	HIS
0.00218483046555907	0.00224255062189091	0.00052429151157738	0.00119142176330421	0.00384032841429198	120	120	E I
0.00216168523216058	0.00221128655345625	0.00059304489715316	0.00098263153908402	0.00465804317017949	120	120	 ON
0.00214168297455969	0.00220755145233960	0.00078239944688177	0.00027765884500359	0.00397388816533937	120	120	THA
0.00213069597420044	0.00243215078877436	0.00096059182698757	0.00086474040475737	0.00485224755503986	120	120	LL 
0.00210840433281729	0.00228985028041141	0.00089488678498800	0.00037423583457006	0.00495509906478085	120	120	 IT
0.00209017617199164	0.00218551421510708	0.00055772341485321	0.00131854553126083	0.00534352922745355	120	120	E C
0.00207559230782944	0.00216564865403786	0.00066574414110197	0.00138830929907430	0.00704143352238926	120	120	LE 
0.00205956412260137	0.00211224020439063	0.00052990101323425	0.00127554409927985	0.00519828337259204	120	120	TER
0.00205559134751313	0.00218313499478038	0.00063231781028664	0.00061183833071873	0.00404060892029805	120	120	AN 
0.00199371115548703	0.00214661592060178	0.00065018623327217	0.00124355637361459	0.00542012520938415	120	120	NT 
0.00196619125492825	0.00197095801576461	0.00034099655067219	0.00123001990283461	0.00358514800150830	120	120	N A
0.00196086430329485	0.00218037347628637	0.00088182952843755	0.00067040075898943	0.00478191295233996	120	120	IT 
0.00191382431196546	0.00191583285971013	0.00062554450848671	0.00072551294163607	0.00513182046249897	120	120	CH 
0.00186996640508631	0.00191415565899424	0.00038151940474504	0.00125676360697633	0.00345087922534027	120	120	SE 
0.00186099867510729	0.00191951883295095	0.00037659213232198	0.00120518860314285	0.00307002150225310	120	120	ALL
0.00184569589607554	0.00187785625173941	0.00045891196088339	0.00103186522409865	0.00394531213445504	120	120	T A
0.00182674570625213	0.00189505006445019	0.00076722993253191	0.00058404052789520	0.00483057429745183	120	120	UT 
0.00182406983581657	0.00187381886155330	0.00042573622355469	0.00101676757821841	0.00300937819358263	120	120	VER
0.00181972447361958	0.00203265348558676	0.00082599167147097	0.00080031589900071	0.00432864603593687	120	120	ME 
0.00181721243041876	0.00188751013709931	0.00078644317353176	0.00077444395683158	0.00687841777337424	120	120	 ST
0.00178937969356428	0.00178688650727225	0.00037159587011753	0.00108739778460825	0.00336098237654076	120	120	ITH
0.00178885484306654	0.00187268098917003	0.00051474205420295	0.00095076781987816	0.00453845409837285	120	120	CE 
0.00178522044498416	0.00181891674260070	0.00051239035129637	0.00054409152593327	0.00357137475324362	120	120	VE 
0.00178402115874046	0.00182544184927904	0.00064688866582183	0.00070528137101425	0.00427208752128509	120	120	T I
0.00178326212999695	0.00178629358010809	0.00063446629083221	0.00023287964145004	0.00365586367613553	120	120	E H
0.00178253119429590	0.00182271282451536	0.00051022141906231	0.00057796492832600	0.00335388963232611	120	120	 SO
0.00177389822917536	0.00191886090782119	0.00107446282726232	0.00025989552200016	0.00520128841154599	120	120	 IS
0.00176157038866989	0.00177794960193587	0.00072096315988636	0.00015666448606639	0.00493826297560924	120	120	 WE
0.00174672489082969	0.00210380916482742	0.00135778465129703	0.00008459572308194	0.00723826791506721	120	120	TIO
0.00173264911904158	0.00175054263846251	0.00054192066955149	0.00062641118758296	0.00335100785647879	120	120	TS 
0.00172833531680386	0.00176143066290768	0.00038383580998748	0.00097067253455156	0.00285484605533022	120	120	E B
0.00171850376572274	0.00176752955636879	0.00035673513675726	0.00096817684157188	0.00329708659153363	120	120	E F
0.00171542630932794	0.00172526797806484	0.00027397640448307	0.00081520547562954	0.00270589962340427	120	120	R T
0.00170982135910916	0.00172964575621984	0.00035296602526172	0.00104786033679616	0.00325492999335333	120	120	 AS
0.00170497339082791	0.00171007280207478	0.00029058295484220	0.00097283147021367	0.00248880285619756	120	120	E M
0.00168369008744164	0.00167192210964526	0.00036409155693140	0.00102457035705310	0.00301829984571804	120	120	WIT
0.00167157615367603	0.00171941012005822	0.00107906953477219	0.00004990268975498	0.00398461552858386	120	120	WAS
0.00165865131463475	0.00173516761613588	0.00045656212709385	0.00095963835760574	0.00362709000986569	120	120	 CA
0.00164794933304869	0.00169167194560832	0.00048979958939319	0.00057177014840034	0.00335258623471330	120	120	E P
0.00163896490855647	0.00168804092438598	0.00038830578445144	0.00054244075806498	0.00305117396662973	120	120	S I
0.00160959388708080	0.00173264265459058	0.00057176807957854	0.00093786982874878	0.00555542384802004	120	120	 SE
